"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_year","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"South Asia","Sri Lanka","SEARO","Observed",2025,10,9,2717,41757,53679,3405,0.06,42632,0.7
"South Asia","Sri Lanka","SEARO","Observed",2025,11,10,3806,45563,53679,4296,0.07,46928,0.77
"South Asia","Sri Lanka","SEARO","Observed",2025,12,11,5900,51463,53679,5609,0.1,52537,0.87
"South Asia","Sri Lanka","Estimates","Unobserved",2026,1,12,7158,7158,53679,7237,0.13,59774,1
"South Asia","Sri Lanka",NA,"Unobserved",2026,2,1,NA,NA,NA,4410,0.09,4410,0.09
"South Asia","Sri Lanka",NA,"Unobserved",2026,3,2,NA,NA,NA,3585,0.06,7995,0.15
"South Asia","Sri Lanka",NA,"Unobserved",2026,4,3,NA,NA,NA,3747,0.06,11742,0.21
"South Asia","Sri Lanka",NA,"Unobserved",2026,5,4,NA,NA,NA,4362,0.07,16104,0.28
"South Asia","Sri Lanka",NA,"Unobserved",2026,6,5,NA,NA,NA,6274,0.1,22378,0.38
"South Asia","Sri Lanka",NA,"Unobserved",2026,7,6,NA,NA,NA,8957,0.13,31335,0.5
"South Asia","Sri Lanka",NA,"Unobserved",2026,8,7,NA,NA,NA,4882,0.08,36217,0.58
"South Asia","Sri Lanka",NA,"Unobserved",2026,9,8,NA,NA,NA,3010,0.05,39227,0.64
"South Asia","Sri Lanka",NA,"Unobserved",2026,10,9,NA,NA,NA,3405,0.06,42632,0.7
"South Asia","Sri Lanka",NA,"Unobserved",2026,11,10,NA,NA,NA,4296,0.07,46928,0.77
"South Asia","Sri Lanka",NA,"Unobserved",2026,12,11,NA,NA,NA,5609,0.1,52537,0.87
"Caribbean","Saint Martin","PAHO","Observed",2025,1,8,53,53,154,105,0.13,521,0.68
"Caribbean","Saint Martin","PAHO","Observed",2025,2,9,17,70,154,90,0.11,611,0.78
"Caribbean","Saint Martin","PAHO","Observed",2025,3,10,18,88,154,51,0.06,662,0.84
"Caribbean","Saint Martin","PAHO","Observed",2025,4,11,32,120,154,39,0.06,700,0.9
"Caribbean","Saint Martin","PAHO","Observed",2025,5,12,34,154,154,60,0.1,761,1
"Caribbean","Saint Martin","PAHO","Observed",2025,6,1,30,184,149,53,0.08,53,0.08
"Caribbean","Saint Martin","Estimates","Unobserved",2025,7,2,6,190,149,26,0.04,78,0.12
"Caribbean","Saint Martin","Estimates","Unobserved",2025,8,3,6,196,149,32,0.04,111,0.15
"Caribbean","Saint Martin","WHO","Observed",2025,9,4,20,216,149,37,0.05,148,0.2
"Caribbean","Saint Martin","Estimates","Unobserved",2025,10,5,15,231,149,68,0.1,216,0.3
"Caribbean","Saint Martin","WHO","Observed",2025,11,6,5,236,149,124,0.14,341,0.45
"Caribbean","Saint Martin","PAHO","Observed",2025,12,7,5,241,149,75,0.1,416,0.55
"Caribbean","Saint Martin","Estimates","Unobserved",2026,1,8,14,14,149,105,0.13,521,0.68
"Caribbean","Saint Martin",NA,"Unobserved",2026,2,9,NA,NA,149,90,0.11,611,0.78
"Caribbean","Saint Martin",NA,"Unobserved",2026,3,10,NA,NA,149,51,0.06,662,0.84
"Caribbean","Saint Martin",NA,"Unobserved",2026,4,11,NA,NA,149,39,0.06,700,0.9
"Caribbean","Saint Martin",NA,"Unobserved",2026,5,12,NA,NA,149,60,0.1,761,1
"Caribbean","Saint Martin",NA,"Unobserved",2026,6,1,NA,NA,NA,53,0.08,53,0.08
"Caribbean","Saint Martin",NA,"Unobserved",2026,7,2,NA,NA,NA,26,0.04,78,0.12
"Caribbean","Saint Martin",NA,"Unobserved",2026,8,3,NA,NA,NA,32,0.04,111,0.15
"Caribbean","Saint Martin",NA,"Unobserved",2026,9,4,NA,NA,NA,37,0.05,148,0.2
"Caribbean","Saint Martin",NA,"Unobserved",2026,10,5,NA,NA,NA,68,0.1,216,0.3
"Caribbean","Saint Martin",NA,"Unobserved",2026,11,6,NA,NA,NA,124,0.14,341,0.45
"Caribbean","Saint Martin",NA,"Unobserved",2026,12,7,NA,NA,NA,75,0.1,416,0.55
"South Asia","Maldives","SEARO","Observed",2025,1,12,72,72,72,168,0.12,2164,1
"South Asia","Maldives","SEARO","Observed",2025,2,1,74,146,2705,107,0.05,107,0.05
"South Asia","Maldives","SEARO","Observed",2025,3,2,69,215,2705,114,0.05,221,0.1
"South Asia","Maldives","SEARO","Observed",2025,4,3,120,335,2705,146,0.06,366,0.17
"South Asia","Maldives","SEARO","Observed",2025,5,4,116,451,2705,207,0.09,573,0.26
"South Asia","Maldives","SEARO","Observed",2025,6,5,165,616,2705,284,0.12,857,0.37
"South Asia","Maldives","SEARO","Observed",2025,7,6,168,784,2705,308,0.14,1165,0.51
"South Asia","Maldives","SEARO","Observed",2025,8,7,256,1040,2705,204,0.09,1369,0.6
"South Asia","Maldives","SEARO","Observed",2025,9,8,252,1292,2705,161,0.07,1530,0.67
"South Asia","Maldives","SEARO","Observed",2025,10,9,373,1665,2705,188,0.08,1718,0.76
"South Asia","Maldives","SEARO","Observed",2025,11,10,376,2041,2705,143,0.06,1861,0.82
"South Asia","Maldives","SEARO","Observed",2025,12,11,411,2452,2705,134,0.06,1995,0.88
"South Asia","Maldives","Estimates","Unobserved",2026,1,12,325,325,2705,168,0.12,2164,1
"South Asia","Maldives",NA,"Unobserved",2026,2,1,NA,NA,NA,107,0.05,107,0.05
"South Asia","Maldives",NA,"Unobserved",2026,3,2,NA,NA,NA,114,0.05,221,0.1
"South Asia","Maldives",NA,"Unobserved",2026,4,3,NA,NA,NA,146,0.06,366,0.17
"South Asia","Maldives",NA,"Unobserved",2026,5,4,NA,NA,NA,207,0.09,573,0.26
"South Asia","Maldives",NA,"Unobserved",2026,6,5,NA,NA,NA,284,0.12,857,0.37
"South Asia","Maldives",NA,"Unobserved",2026,7,6,NA,NA,NA,308,0.14,1165,0.51
"South Asia","Maldives",NA,"Unobserved",2026,8,7,NA,NA,NA,204,0.09,1369,0.6
"South Asia","Maldives",NA,"Unobserved",2026,9,8,NA,NA,NA,161,0.07,1530,0.67
"South Asia","Maldives",NA,"Unobserved",2026,10,9,NA,NA,NA,188,0.08,1718,0.76
"South Asia","Maldives",NA,"Unobserved",2026,11,10,NA,NA,NA,143,0.06,1861,0.82
"South Asia","Maldives",NA,"Unobserved",2026,12,11,NA,NA,NA,134,0.06,1995,0.88
"North & Central America","Mexico","PAHO","Observed",2025,1,12,11125,11125,11125,5418,0.04,165790,1
"North & Central America","Mexico","PAHO","Observed",2025,2,1,8287,19412,140089,4234,0.03,4234,0.03
"North & Central America","Mexico","PAHO","Observed",2025,3,2,9680,29092,140089,4428,0.03,8662,0.06
"North & Central America","Mexico","PAHO","Observed",2025,4,3,6002,35094,140089,4072,0.03,12734,0.09
"North & Central America","Mexico","PAHO","Observed",2025,5,4,7905,42999,140089,5844,0.04,18578,0.13
"North & Central America","Mexico","PAHO","Observed",2025,6,5,12409,55408,140089,10290,0.06,28868,0.19
"North & Central America","Mexico","PAHO","Observed",2025,7,6,11822,67230,140089,13982,0.08,42849,0.27
"North & Central America","Mexico","PAHO","Observed",2025,8,7,13638,80868,140089,21617,0.12,64467,0.4
"North & Central America","Mexico","PAHO","Observed",2025,9,8,21031,101899,140089,32429,0.17,96896,0.57
"North & Central America","Mexico","PAHO","Observed",2025,10,9,21250,123149,140089,33494,0.21,130390,0.78
"North & Central America","Mexico","PAHO","Observed",2025,11,10,14725,137874,140089,21328,0.14,151717,0.91
"North & Central America","Mexico","PAHO","Observed",2025,12,11,7377,145251,140089,8654,0.05,160372,0.96
"North & Central America","Mexico","PAHO","Observed",2026,1,12,5963,5963,140089,5418,0.04,165790,1
"North & Central America","Mexico",NA,"Unobserved",2026,2,1,NA,NA,NA,4234,0.03,4234,0.03
"North & Central America","Mexico",NA,"Unobserved",2026,3,2,NA,NA,NA,4428,0.03,8662,0.06
"North & Central America","Mexico",NA,"Unobserved",2026,4,3,NA,NA,NA,4072,0.03,12734,0.09
"North & Central America","Mexico",NA,"Unobserved",2026,5,4,NA,NA,NA,5844,0.04,18578,0.13
"North & Central America","Mexico",NA,"Unobserved",2026,6,5,NA,NA,NA,10290,0.06,28868,0.19
"North & Central America","Mexico",NA,"Unobserved",2026,7,6,NA,NA,NA,13982,0.08,42849,0.27
"North & Central America","Mexico",NA,"Unobserved",2026,8,7,NA,NA,NA,21617,0.12,64467,0.4
"North & Central America","Mexico",NA,"Unobserved",2026,9,8,NA,NA,NA,32429,0.17,96896,0.57
"North & Central America","Mexico",NA,"Unobserved",2026,10,9,NA,NA,NA,33494,0.21,130390,0.78
"North & Central America","Mexico",NA,"Unobserved",2026,11,10,NA,NA,NA,21328,0.14,151717,0.91
"North & Central America","Mexico",NA,"Unobserved",2026,12,11,NA,NA,NA,8654,0.05,160372,0.96
"Pacific Islands","Marshall Islands","WHO","Observed",2025,1,8,0,0,0,185,0.11,693,0.76
"Pacific Islands","Marshall Islands","WHO","Observed",2025,2,9,0,0,0,148,0.09,841,0.85
"Pacific Islands","Marshall Islands","WHO","Observed",2025,3,10,0,0,0,87,0.1,928,0.95
"Pacific Islands","Marshall Islands","WHO","Observed",2025,4,11,0,0,0,27,0.03,955,0.98
"Pacific Islands","Marshall Islands","WHO","Observed",2025,5,12,0,0,0,23,0.02,978,1
"Pacific Islands","Marshall Islands","WHO","Observed",2025,6,1,0,0,0,22,0.03,22,0.03
"Pacific Islands","Marshall Islands","WHO","Observed",2025,7,2,0,0,0,22,0.03,44,0.07
"Pacific Islands","Marshall Islands","WHO","Observed",2025,8,3,0,0,0,31,0.04,76,0.11
"Pacific Islands","Marshall Islands","WHO","Observed",2025,9,4,0,0,0,43,0.05,119,0.16
"Pacific Islands","Marshall Islands","WHO","Observed",2025,10,5,0,0,0,74,0.09,193,0.25
"Pacific Islands","Marshall Islands","WHO","Observed",2025,11,6,0,0,0,123,0.15,316,0.4
"Pacific Islands","Marshall Islands","WHO","Observed",2025,12,7,0,0,0,192,0.25,508,0.65
"Pacific Islands","Marshall Islands","Estimates","Unobserved",2026,1,8,0,0,0,185,0.11,693,0.76
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,2,9,NA,NA,0,148,0.09,841,0.85
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,3,10,NA,NA,0,87,0.1,928,0.95
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,4,11,NA,NA,0,27,0.03,955,0.98
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,5,12,NA,NA,0,23,0.02,978,1
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,6,1,NA,NA,NA,22,0.03,22,0.03
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,7,2,NA,NA,NA,22,0.03,44,0.07
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,8,3,NA,NA,NA,31,0.04,76,0.11
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,9,4,NA,NA,NA,43,0.05,119,0.16
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,10,5,NA,NA,NA,74,0.09,193,0.25
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,11,6,NA,NA,NA,123,0.15,316,0.4
"Pacific Islands","Marshall Islands",NA,"Unobserved",2026,12,7,NA,NA,NA,192,0.25,508,0.65
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,1,12,172,172,172,31,0,17650,1
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,2,1,120,292,11904,17,0,17,0
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,3,2,167,459,11904,117,0.01,134,0.01
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,4,3,235,694,11904,292,0.01,426,0.02
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,5,4,699,1393,11904,1589,0.08,2015,0.11
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,6,5,1744,3137,11904,4034,0.22,6048,0.33
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,7,6,3065,6202,11904,4340,0.24,10388,0.57
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,8,7,2415,8617,11904,3146,0.18,13534,0.75
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,9,8,1576,10193,11904,2021,0.12,15555,0.87
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,10,9,943,11136,11904,1167,0.07,16721,0.94
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,11,10,594,11730,11904,729,0.04,17450,0.99
"East & Southeast Asia","Myanmar","SEARO","Observed",2025,12,11,310,12040,11904,169,0.01,17619,1
"East & Southeast Asia","Myanmar","Estimates","Unobserved",2026,1,12,36,36,11904,31,0,17650,1
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,2,1,NA,NA,NA,17,0,17,0
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,3,2,NA,NA,NA,117,0.01,134,0.01
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,4,3,NA,NA,NA,292,0.01,426,0.02
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,5,4,NA,NA,NA,1589,0.08,2015,0.11
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,6,5,NA,NA,NA,4034,0.22,6048,0.33
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,7,6,NA,NA,NA,4340,0.24,10388,0.57
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,8,7,NA,NA,NA,3146,0.18,13534,0.75
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,9,8,NA,NA,NA,2021,0.12,15555,0.87
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,10,9,NA,NA,NA,1167,0.07,16721,0.94
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,11,10,NA,NA,NA,729,0.04,17450,0.99
"East & Southeast Asia","Myanmar",NA,"Unobserved",2026,12,11,NA,NA,NA,169,0.01,17619,1
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,1,9,102,102,244,220,0.11,1694,0.83
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,2,10,66,168,244,167,0.08,1861,0.91
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,3,11,35,203,244,99,0.05,1960,0.95
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,4,12,41,244,244,93,0.05,2053,1
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,5,1,3,247,7610,148,0.06,148,0.06
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,6,2,179,426,7610,154,0.07,302,0.13
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,7,3,82,508,7610,81,0.04,383,0.17
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,8,4,37,545,7610,190,0.09,573,0.27
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,9,5,37,582,7610,268,0.13,841,0.4
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,10,6,3135,3717,7610,338,0.16,1179,0.56
"Sub-Saharan Africa","Mauritania","WHO","Observed",2025,11,7,1923,5640,7610,206,0.1,1384,0.66
"Sub-Saharan Africa","Mauritania","Estimates","Unobserved",2025,12,8,13,5653,7610,90,0.05,1474,0.72
"Sub-Saharan Africa","Mauritania","Estimates","Unobserved",2026,1,9,891,891,7610,220,0.11,1694,0.83
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,2,10,NA,NA,7610,167,0.08,1861,0.91
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,3,11,NA,NA,7610,99,0.05,1960,0.95
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,4,12,NA,NA,7610,93,0.05,2053,1
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,5,1,NA,NA,NA,148,0.06,148,0.06
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,6,2,NA,NA,NA,154,0.07,302,0.13
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,7,3,NA,NA,NA,81,0.04,383,0.17
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,8,4,NA,NA,NA,190,0.09,573,0.27
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,9,5,NA,NA,NA,268,0.13,841,0.4
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,10,6,NA,NA,NA,338,0.16,1179,0.56
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,11,7,NA,NA,NA,206,0.1,1384,0.66
"Sub-Saharan Africa","Mauritania",NA,"Unobserved",2026,12,8,NA,NA,NA,90,0.05,1474,0.72
"Caribbean","Martinique","PAHO","Observed",2025,1,9,293,293,775,359,0.19,4733,0.63
"Caribbean","Martinique","PAHO","Observed",2025,2,10,100,393,775,357,0.17,5090,0.79
"Caribbean","Martinique","PAHO","Observed",2025,3,11,282,675,775,292,0.14,5381,0.93
"Caribbean","Martinique","PAHO","Observed",2025,4,12,100,775,775,144,0.07,5525,1
"Caribbean","Martinique","PAHO","Observed",2025,5,1,130,905,1121,173,0.02,173,0.02
"Caribbean","Martinique","PAHO","Observed",2025,6,2,90,995,1121,200,0.02,373,0.05
"Caribbean","Martinique","Estimates","Unobserved",2025,7,3,28,1023,1121,330,0.04,703,0.08
"Caribbean","Martinique","Estimates","Unobserved",2025,8,4,29,1052,1121,667,0.04,1370,0.12
"Caribbean","Martinique","WHO","Observed",2025,9,5,105,1157,1121,1079,0.09,2449,0.21
"Caribbean","Martinique","Estimates","Unobserved",2025,10,6,78,1235,1121,899,0.1,3348,0.31
"Caribbean","Martinique","WHO","Observed",2025,11,7,30,1265,1121,691,0.08,4039,0.39
"Caribbean","Martinique","PAHO","Observed",2025,12,8,150,1415,1121,335,0.05,4374,0.44
"Caribbean","Martinique","PAHO","Observed",2026,1,9,61,61,1121,359,0.19,4733,0.63
"Caribbean","Martinique",NA,"Unobserved",2026,2,10,NA,NA,1121,357,0.17,5090,0.79
"Caribbean","Martinique",NA,"Unobserved",2026,3,11,NA,NA,1121,292,0.14,5381,0.93
"Caribbean","Martinique",NA,"Unobserved",2026,4,12,NA,NA,1121,144,0.07,5525,1
"Caribbean","Martinique",NA,"Unobserved",2026,5,1,NA,NA,NA,173,0.02,173,0.02
"Caribbean","Martinique",NA,"Unobserved",2026,6,2,NA,NA,NA,200,0.02,373,0.05
"Caribbean","Martinique",NA,"Unobserved",2026,7,3,NA,NA,NA,330,0.04,703,0.08
"Caribbean","Martinique",NA,"Unobserved",2026,8,4,NA,NA,NA,667,0.04,1370,0.12
"Caribbean","Martinique",NA,"Unobserved",2026,9,5,NA,NA,NA,1079,0.09,2449,0.21
"Caribbean","Martinique",NA,"Unobserved",2026,10,6,NA,NA,NA,899,0.1,3348,0.31
"Caribbean","Martinique",NA,"Unobserved",2026,11,7,NA,NA,NA,691,0.08,4039,0.39
"Caribbean","Martinique",NA,"Unobserved",2026,12,8,NA,NA,NA,335,0.05,4374,0.44
"East & Southeast Asia","Malaysia","WHO","Observed",2025,1,1,6676,6676,51406,8929,0.11,8929,0.11
"East & Southeast Asia","Malaysia","WHO","Observed",2025,2,2,5049,11725,51406,6872,0.09,15801,0.2
"East & Southeast Asia","Malaysia","WHO","Observed",2025,3,3,4571,16296,51406,6275,0.08,22076,0.27
"East & Southeast Asia","Malaysia","WHO","Observed",2025,4,4,5383,21679,51406,5291,0.07,27366,0.35
"East & Southeast Asia","Malaysia","WHO","Observed",2025,5,5,4877,26556,51406,6162,0.08,33529,0.42
"East & Southeast Asia","Malaysia","WHO","Observed",2025,6,6,4657,31213,51406,6669,0.08,40198,0.51
"East & Southeast Asia","Malaysia","WHO","Observed",2025,7,7,5065,36278,51406,7639,0.1,47837,0.6
"East & Southeast Asia","Malaysia","WHO","Observed",2025,8,8,3338,39616,51406,6380,0.08,54216,0.68
"East & Southeast Asia","Malaysia","WHO","Observed",2025,9,9,2969,42585,51406,5952,0.08,60168,0.76
"East & Southeast Asia","Malaysia","WHO","Observed",2025,10,10,4398,46983,51406,5958,0.08,66127,0.84
"East & Southeast Asia","Malaysia","WHO","Observed",2025,11,11,3449,50432,51406,5854,0.08,71980,0.92
"East & Southeast Asia","Malaysia","WHO","Observed",2025,12,12,974,51406,51406,6397,0.08,78378,1
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,1,1,NA,0,NA,8929,0.11,8929,0.11
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,2,2,NA,NA,NA,6872,0.09,15801,0.2
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,3,3,NA,NA,NA,6275,0.08,22076,0.27
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,4,4,NA,NA,NA,5291,0.07,27366,0.35
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,5,5,NA,NA,NA,6162,0.08,33529,0.42
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,6,6,NA,NA,NA,6669,0.08,40198,0.51
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,7,7,NA,NA,NA,7639,0.1,47837,0.6
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,8,8,NA,NA,NA,6380,0.08,54216,0.68
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,9,9,NA,NA,NA,5952,0.08,60168,0.76
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,10,10,NA,NA,NA,5958,0.08,66127,0.84
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,11,11,NA,NA,NA,5854,0.08,71980,0.92
"East & Southeast Asia","Malaysia",NA,"Unobserved",2026,12,12,NA,NA,NA,6397,0.08,78378,1
"Pacific Islands","New Caledonia","WHO","Observed",2025,1,6,0,0,3,195,0.07,396,0.39
"Pacific Islands","New Caledonia","WHO","Observed",2025,2,7,0,0,3,355,0.11,751,0.5
"Pacific Islands","New Caledonia","WHO","Observed",2025,3,8,0,0,3,520,0.13,1270,0.63
"Pacific Islands","New Caledonia","WHO","Observed",2025,4,9,2,2,3,406,0.12,1676,0.75
"Pacific Islands","New Caledonia","WHO","Observed",2025,5,10,1,3,3,259,0.13,1935,0.89
"Pacific Islands","New Caledonia","WHO","Observed",2025,6,11,0,3,3,110,0.06,2045,0.95
"Pacific Islands","New Caledonia","WHO","Observed",2025,7,12,0,3,3,43,0.05,2087,1
"Pacific Islands","New Caledonia","WHO","Observed",2025,8,1,0,3,5,26,0.06,26,0.06
"Pacific Islands","New Caledonia","WHO","Observed",2025,9,2,2,5,5,32,0.06,58,0.13
"Pacific Islands","New Caledonia","WHO","Observed",2025,10,3,0,5,5,28,0.05,86,0.18
"Pacific Islands","New Caledonia","WHO","Observed",2025,11,4,0,5,5,47,0.07,133,0.25
"Pacific Islands","New Caledonia","WHO","Observed",2025,12,5,0,5,5,68,0.08,201,0.32
"Pacific Islands","New Caledonia","Estimates","Unobserved",2026,1,6,0,0,5,195,0.07,396,0.39
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,2,7,NA,NA,5,355,0.11,751,0.5
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,3,8,NA,NA,5,520,0.13,1270,0.63
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,4,9,NA,NA,5,406,0.12,1676,0.75
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,5,10,NA,NA,5,259,0.13,1935,0.89
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,6,11,NA,NA,5,110,0.06,2045,0.95
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,7,12,NA,NA,5,43,0.05,2087,1
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,8,1,NA,NA,NA,26,0.06,26,0.06
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,9,2,NA,NA,NA,32,0.06,58,0.13
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,10,3,NA,NA,NA,28,0.05,86,0.18
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,11,4,NA,NA,NA,47,0.07,133,0.25
"Pacific Islands","New Caledonia",NA,"Unobserved",2026,12,5,NA,NA,NA,68,0.08,201,0.32
"North & Central America","Nicaragua","PAHO","Observed",2025,1,11,5702,5702,6068,4861,0.07,68281,0.94
"North & Central America","Nicaragua","Estimates","Unobserved",2025,2,12,366,6068,6068,4098,0.06,72378,1
"North & Central America","Nicaragua","Estimates","Unobserved",2025,3,1,285,6353,6069,3023,0.05,3023,0.05
"North & Central America","Nicaragua","Estimates","Unobserved",2025,4,2,271,6624,6069,2989,0.04,6012,0.09
"North & Central America","Nicaragua","Estimates","Unobserved",2025,5,3,352,6976,6069,3776,0.06,9789,0.15
"North & Central America","Nicaragua","Estimates","Unobserved",2025,6,4,474,7450,6069,5836,0.08,15625,0.23
"North & Central America","Nicaragua","Estimates","Unobserved",2025,7,5,609,8059,6069,7739,0.1,23364,0.33
"North & Central America","Nicaragua","Estimates","Unobserved",2025,8,6,668,8727,6069,8370,0.11,31734,0.44
"North & Central America","Nicaragua","Estimates","Unobserved",2025,9,7,640,9367,6069,8221,0.11,39955,0.54
"North & Central America","Nicaragua","Estimates","Unobserved",2025,10,8,875,10242,6069,10215,0.14,50170,0.69
"North & Central America","Nicaragua","Estimates","Unobserved",2025,11,9,699,10941,6069,8439,0.12,58609,0.8
"North & Central America","Nicaragua","Estimates","Unobserved",2025,12,10,383,11324,6069,4811,0.06,63420,0.87
"North & Central America","Nicaragua",NA,"Unobserved",2026,1,11,NA,0,6069,4861,0.07,68281,0.94
"North & Central America","Nicaragua",NA,"Unobserved",2026,2,12,NA,NA,6069,4098,0.06,72378,1
"North & Central America","Nicaragua",NA,"Unobserved",2026,3,1,NA,NA,NA,3023,0.05,3023,0.05
"North & Central America","Nicaragua",NA,"Unobserved",2026,4,2,NA,NA,NA,2989,0.04,6012,0.09
"North & Central America","Nicaragua",NA,"Unobserved",2026,5,3,NA,NA,NA,3776,0.06,9789,0.15
"North & Central America","Nicaragua",NA,"Unobserved",2026,6,4,NA,NA,NA,5836,0.08,15625,0.23
"North & Central America","Nicaragua",NA,"Unobserved",2026,7,5,NA,NA,NA,7739,0.1,23364,0.33
"North & Central America","Nicaragua",NA,"Unobserved",2026,8,6,NA,NA,NA,8370,0.11,31734,0.44
"North & Central America","Nicaragua",NA,"Unobserved",2026,9,7,NA,NA,NA,8221,0.11,39955,0.54
"North & Central America","Nicaragua",NA,"Unobserved",2026,10,8,NA,NA,NA,10215,0.14,50170,0.69
"North & Central America","Nicaragua",NA,"Unobserved",2026,11,9,NA,NA,NA,8439,0.12,58609,0.8
"North & Central America","Nicaragua",NA,"Unobserved",2026,12,10,NA,NA,NA,4811,0.06,63420,0.87
"South Asia","Nepal","SEARO","Observed",2025,1,11,259,259,511,95,0.05,12218,0.98
"South Asia","Nepal","SEARO","Observed",2025,2,12,252,511,511,83,0.02,12301,1
"South Asia","Nepal","SEARO","Observed",2025,3,1,254,765,8240,60,0.01,60,0.01
"South Asia","Nepal","SEARO","Observed",2025,4,2,224,989,8240,58,0.01,118,0.02
"South Asia","Nepal","SEARO","Observed",2025,5,3,314,1303,8240,106,0.02,224,0.03
"South Asia","Nepal","SEARO","Observed",2025,6,4,530,1833,8240,172,0.02,396,0.06
"South Asia","Nepal","SEARO","Observed",2025,7,5,830,2663,8240,731,0.06,1128,0.12
"South Asia","Nepal","SEARO","Observed",2025,8,6,1197,3860,8240,1975,0.15,3102,0.26
"South Asia","Nepal","SEARO","Observed",2025,9,7,1636,5496,8240,4377,0.27,7479,0.53
"South Asia","Nepal","SEARO","Observed",2025,10,8,1869,7365,8240,3413,0.23,10892,0.77
"South Asia","Nepal","SEARO","Observed",2025,11,9,891,8256,8240,1046,0.12,11938,0.88
"South Asia","Nepal","SEARO","Observed",2025,12,10,317,8573,8240,185,0.05,12122,0.93
